	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
868	57	technician	married	primary	no	67	no	no	unknown	5	jun	67	1	-1	0	unknown	no
37447	48	management	divorced	tertiary	no	249	no	no	cellular	6	aug	293	6	-1	0	unknown	no
25057	43	blue-collar	divorced	secondary	no	338	yes	no	unknown	8	may	116	1	-1	0	unknown	no
44049	36	blue-collar	single	unknown	no	43	no	yes	cellular	5	feb	163	3	-1	0	unknown	no
40209	53	management	married	secondary	no	2693	no	no	cellular	21	nov	140	1	-1	0	unknown	no
14584	50	admin.	divorced	secondary	no	797	yes	no	telephone	25	jul	72	8	-1	0	unknown	no
21404	31	services	married	secondary	no	447	no	no	cellular	19	mar	220	3	-1	0	unknown	yes
38293	31	blue-collar	single	secondary	no	297	yes	no	cellular	20	nov	279	2	-1	0	unknown	no
43906	55	blue-collar	married	primary	no	2144	yes	no	unknown	20	may	129	8	-1	0	unknown	no
7373	33	technician	married	secondary	no	133	no	no	cellular	12	nov	627	2	192	1	success	yes
17874	32	housemaid	married	secondary	no	3469	no	no	cellular	7	aug	306	2	-1	0	unknown	no
38624	26	technician	single	secondary	no	1256	no	no	unknown	26	may	404	1	-1	0	unknown	no
3088	45	blue-collar	married	primary	no	333	yes	no	unknown	13	may	160	3	-1	0	unknown	no
3113	37	management	single	tertiary	no	1148	yes	no	cellular	12	may	259	1	-1	0	unknown	no
31372	52	blue-collar	married	primary	no	28	yes	no	telephone	21	nov	85	3	-1	0	unknown	no
45210	32	technician	single	tertiary	no	548	no	no	cellular	18	aug	377	7	-1	0	unknown	no
27049	56	unemployed	married	primary	no	5496	yes	no	cellular	3	feb	330	3	-1	0	unknown	no
37746	55	blue-collar	married	primary	no	1512	no	no	cellular	11	aug	262	4	-1	0	unknown	no
32985	41	management	married	tertiary	no	2127	no	no	cellular	8	aug	120	7	-1	0	unknown	no
7249	33	admin.	married	secondary	no	-370	yes	no	cellular	7	may	261	1	345	1	failure	yes
10553	49	admin.	married	secondary	no	2501	yes	no	unknown	30	may	50	2	-1	0	unknown	no
25217	57	unemployed	divorced	secondary	no	1088	no	no	cellular	29	jul	1697	1	-1	0	unknown	no
17197	43	blue-collar	married	primary	no	98	yes	no	unknown	6	may	235	1	-1	0	unknown	no
23916	42	technician	married	secondary	no	738	no	no	unknown	20	jun	20	3	-1	0	unknown	no
26364	33	blue-collar	single	secondary	no	1036	yes	yes	cellular	16	apr	323	2	321	2	failure	no
7748	34	blue-collar	married	secondary	no	1089	yes	no	cellular	13	may	394	3	-1	0	unknown	yes
6722	25	services	single	secondary	no	3217	yes	no	unknown	28	may	24	1	-1	0	unknown	no
43750	58	admin.	married	secondary	no	1142	no	no	telephone	4	feb	82	3	-1	0	unknown	no
16959	31	technician	single	tertiary	no	985	yes	no	cellular	17	apr	997	1	57	2	failure	yes
12256	43	blue-collar	single	primary	yes	69	no	yes	cellular	28	jul	267	5	-1	0	unknown	no
7157	58	retired	married	secondary	no	0	no	no	cellular	19	aug	153	2	-1	0	unknown	no
27302	27	services	married	secondary	no	94	yes	no	unknown	15	may	352	2	-1	0	unknown	no
22776	35	housemaid	single	primary	no	745	no	no	telephone	5	jun	522	3	-1	0	unknown	yes
13777	34	management	married	tertiary	no	703	yes	no	cellular	14	apr	342	1	-1	0	unknown	yes
9699	54	blue-collar	married	primary	no	2440	no	yes	cellular	17	nov	334	1	-1	0	unknown	no
22932	49	technician	married	secondary	no	307	no	no	cellular	9	dec	854	1	-1	0	unknown	yes
4044	71	retired	married	primary	no	4847	no	no	cellular	16	sep	657	2	-1	0	unknown	no
37076	43	blue-collar	divorced	unknown	yes	1	no	no	unknown	20	jun	188	1	-1	0	unknown	no
42590	28	admin.	married	secondary	no	629	no	no	cellular	2	feb	160	4	-1	0	unknown	no
3980	42	management	divorced	tertiary	no	0	no	no	unknown	19	may	131	2	-1	0	unknown	no
29102	53	blue-collar	married	secondary	no	143	yes	no	cellular	7	jul	122	5	-1	0	unknown	no
6554	52	blue-collar	married	secondary	no	310	yes	no	unknown	28	may	211	4	-1	0	unknown	no
18055	48	management	married	primary	no	606	no	no	cellular	7	sep	589	3	186	6	failure	no
26906	61	retired	divorced	secondary	no	927	no	no	cellular	30	apr	427	3	-1	0	unknown	yes
7741	51	entrepreneur	married	secondary	no	0	no	no	unknown	30	may	510	3	-1	0	unknown	no
18369	57	retired	married	secondary	no	168	no	no	cellular	7	aug	342	1	-1	0	unknown	yes
42947	46	technician	divorced	secondary	no	111	yes	no	cellular	19	nov	178	3	183	2	other	no
12786	49	technician	divorced	secondary	no	790	yes	no	cellular	7	aug	324	3	-1	0	unknown	no
4413	30	technician	single	tertiary	no	655	no	no	cellular	26	apr	212	1	202	2	success	yes
14181	53	technician	married	secondary	no	428	no	no	cellular	19	aug	609	4	-1	0	unknown	no
26705	44	admin.	married	secondary	no	4826	yes	no	cellular	17	nov	102	1	185	4	other	no
10348	33	management	married	tertiary	no	2213	no	no	cellular	18	feb	240	1	385	9	failure	no
30807	57	services	divorced	primary	no	1367	no	no	unknown	9	jun	144	3	-1	0	unknown	no
28609	37	management	single	tertiary	no	0	no	no	cellular	7	jul	643	3	-1	0	unknown	no
23370	56	retired	married	secondary	no	364	no	no	cellular	5	aug	105	1	-1	0	unknown	no
43610	49	management	married	tertiary	no	5887	no	no	cellular	2	jun	181	3	293	2	failure	yes
20846	52	management	divorced	tertiary	no	2909	yes	no	unknown	30	may	110	1	-1	0	unknown	no
12074	47	technician	married	secondary	no	834	no	yes	cellular	21	nov	902	1	133	2	other	yes
40971	48	blue-collar	married	secondary	no	1394	yes	no	telephone	13	may	30	10	-1	0	unknown	no
18961	40	services	divorced	primary	no	4	yes	no	cellular	7	may	171	2	-1	0	unknown	no
40190	38	blue-collar	married	secondary	no	194	yes	no	cellular	17	apr	576	4	340	7	failure	no
12332	25	management	single	tertiary	no	490	no	no	cellular	7	sep	394	1	-1	0	unknown	no
38398	37	technician	married	unknown	no	189	no	no	cellular	16	jun	162	2	-1	0	unknown	yes
18978	35	services	divorced	secondary	no	204	yes	no	cellular	17	nov	295	1	186	9	other	no
37678	53	self-employed	married	tertiary	no	217	no	no	cellular	11	aug	121	5	-1	0	unknown	no
1324	37	management	married	tertiary	no	4357	no	no	cellular	31	jul	548	2	-1	0	unknown	no
23080	56	retired	divorced	secondary	no	275	yes	yes	cellular	10	jul	323	1	-1	0	unknown	no
13092	55	management	divorced	tertiary	no	552	no	no	unknown	7	may	241	2	-1	0	unknown	no
20910	34	blue-collar	single	secondary	no	128	yes	no	unknown	23	may	114	4	-1	0	unknown	no
38427	37	blue-collar	single	unknown	no	2188	no	no	unknown	16	may	193	8	-1	0	unknown	no
42533	43	management	divorced	tertiary	no	221	yes	no	cellular	11	may	313	1	369	2	failure	no
30333	52	management	married	tertiary	no	40	no	no	cellular	19	nov	1265	3	-1	0	unknown	yes
13164	32	admin.	married	secondary	no	200	no	no	cellular	1	sep	729	1	29	3	failure	yes
10705	33	blue-collar	divorced	secondary	no	60	no	no	unknown	6	may	190	3	-1	0	unknown	no
19267	58	retired	divorced	tertiary	no	264	yes	yes	cellular	8	jul	523	3	-1	0	unknown	no
18854	41	blue-collar	married	primary	no	-45	yes	yes	unknown	9	may	121	4	-1	0	unknown	no
34489	50	technician	single	secondary	no	3897	no	no	cellular	26	oct	298	1	-1	0	unknown	no
2302	60	housemaid	married	primary	no	2008	no	no	cellular	7	aug	105	2	-1	0	unknown	no
20481	38	technician	single	tertiary	no	2350	no	no	cellular	30	jul	101	2	-1	0	unknown	no
4127	34	management	married	tertiary	no	5878	no	no	cellular	29	jan	159	7	98	3	success	no
40463	35	blue-collar	married	unknown	no	1084	yes	no	cellular	10	jul	1019	1	-1	0	unknown	no
44828	27	management	single	tertiary	no	498	yes	no	cellular	12	may	191	1	369	3	failure	no
20311	34	admin.	divorced	secondary	no	479	yes	no	cellular	12	may	515	1	350	5	failure	yes
44579	32	services	married	secondary	no	-34	yes	no	unknown	30	may	1236	2	-1	0	unknown	yes
4583	42	technician	married	secondary	no	422	yes	no	cellular	16	jul	400	1	-1	0	unknown	no
26791	37	management	married	tertiary	no	578	yes	no	cellular	8	aug	401	4	-1	0	unknown	no
43842	59	technician	married	secondary	no	259	no	no	cellular	18	mar	224	1	-1	0	unknown	yes
19818	37	management	married	tertiary	no	99	no	no	cellular	14	sep	161	1	-1	0	unknown	no
42886	45	retired	married	primary	no	1152	no	no	unknown	18	jun	234	2	-1	0	unknown	no
34232	29	services	single	secondary	no	498	yes	no	unknown	3	jun	177	26	-1	0	unknown	no
28733	33	management	married	tertiary	no	1195	yes	no	telephone	13	may	355	4	-1	0	unknown	no
6786	46	admin.	single	tertiary	no	2889	yes	no	cellular	5	may	494	1	-1	0	unknown	yes
32649	55	housemaid	married	primary	no	211	no	no	cellular	18	aug	111	3	-1	0	unknown	no
35811	39	technician	married	secondary	no	-735	yes	no	cellular	30	jan	144	5	248	2	failure	no
24999	31	blue-collar	married	secondary	no	154	yes	yes	cellular	15	may	454	1	-1	0	unknown	no
13130	34	blue-collar	married	primary	no	363	yes	no	cellular	18	may	98	5	-1	0	unknown	no
17004	43	services	single	secondary	no	3403	yes	no	cellular	12	nov	707	2	97	2	success	yes
29386	47	services	married	secondary	no	1123	no	yes	cellular	21	jul	251	5	-1	0	unknown	no
41799	66	technician	married	secondary	no	0	no	no	cellular	6	feb	751	1	-1	0	unknown	yes
22476	46	blue-collar	married	primary	no	783	yes	no	cellular	4	aug	73	1	-1	0	unknown	no
27207	54	housemaid	married	unknown	no	0	no	no	cellular	6	aug	189	2	-1	0	unknown	no
34310	58	admin.	married	secondary	no	0	yes	no	cellular	11	jul	116	2	-1	0	unknown	no
2463	41	admin.	married	secondary	no	-62	yes	yes	unknown	5	may	55	2	-1	0	unknown	no
23846	23	management	single	secondary	no	85	yes	no	unknown	19	may	109	2	-1	0	unknown	no
36716	57	blue-collar	married	primary	no	831	no	no	unknown	9	jun	166	3	-1	0	unknown	no
33684	51	management	married	tertiary	no	371	no	no	telephone	4	feb	52	1	-1	0	unknown	no
25548	37	blue-collar	married	primary	no	2120	yes	no	cellular	21	nov	150	4	-1	0	unknown	no
6768	42	blue-collar	married	secondary	no	2044	yes	yes	cellular	7	may	155	1	282	5	failure	no
3203	46	blue-collar	married	secondary	no	2121	yes	no	unknown	14	may	160	1	-1	0	unknown	no
27202	34	management	single	tertiary	no	1058	yes	no	unknown	28	may	864	2	-1	0	unknown	yes
31594	41	admin.	divorced	secondary	no	303	no	no	unknown	26	jun	182	2	-1	0	unknown	no
23234	34	management	single	tertiary	no	3035	no	no	cellular	20	nov	1166	1	-1	0	unknown	no
30982	33	technician	single	tertiary	no	6281	yes	no	cellular	1	jul	1057	1	393	4	success	no
16386	54	management	married	primary	no	3859	no	yes	cellular	20	nov	104	3	-1	0	unknown	no
13472	32	technician	married	tertiary	no	432	yes	no	cellular	19	nov	164	2	195	1	other	no
33791	30	entrepreneur	married	secondary	no	12737	no	yes	cellular	19	nov	589	2	-1	0	unknown	yes
29359	37	services	married	secondary	no	4151	yes	yes	cellular	30	jul	543	4	-1	0	unknown	yes
27893	53	technician	divorced	secondary	no	1950	no	no	cellular	13	aug	111	1	-1	0	unknown	no
32828	51	management	married	tertiary	no	1212	yes	no	unknown	13	may	184	1	-1	0	unknown	no
42389	25	services	single	secondary	no	94	no	no	unknown	25	feb	32	1	-1	0	unknown	no
29306	33	management	married	secondary	no	180	yes	no	cellular	18	may	37	2	-1	0	unknown	no
3292	27	management	married	tertiary	no	33	yes	no	cellular	18	jul	337	1	-1	0	unknown	no
32668	59	retired	married	secondary	no	1449	yes	yes	cellular	23	jul	437	2	-1	0	unknown	no
1482	47	blue-collar	married	secondary	no	1730	yes	no	cellular	30	apr	231	1	-1	0	unknown	yes
19784	46	blue-collar	married	secondary	no	4855	yes	no	cellular	10	aug	1529	1	397	1	failure	no
44806	37	blue-collar	single	secondary	no	392	yes	no	cellular	18	jul	118	3	-1	0	unknown	no
36339	60	retired	single	secondary	no	-330	no	yes	cellular	22	jul	69	6	-1	0	unknown	no
21769	43	management	married	tertiary	no	938	yes	no	cellular	9	feb	71	2	-1	0	unknown	no
12894	45	services	divorced	secondary	no	5758	yes	no	telephone	9	jul	16	1	-1	0	unknown	no
30656	54	admin.	married	secondary	no	3729	no	yes	cellular	18	nov	597	2	116	1	other	no
34765	47	blue-collar	married	primary	no	206	yes	yes	cellular	7	may	118	1	-1	0	unknown	no
7439	35	technician	single	tertiary	no	2043	yes	yes	unknown	23	may	159	2	-1	0	unknown	no
43331	38	services	married	secondary	no	780	yes	no	cellular	13	may	262	1	343	5	failure	no
39570	54	self-employed	married	secondary	no	641	yes	no	cellular	17	apr	472	1	148	2	failure	no
16427	38	self-employed	married	tertiary	no	1029	no	no	cellular	29	aug	42	2	-1	0	unknown	no
31066	58	services	married	primary	no	65	no	no	unknown	27	jun	162	1	-1	0	unknown	no
7506	35	technician	married	tertiary	no	432	no	no	cellular	12	aug	104	8	-1	0	unknown	no
16735	42	blue-collar	married	primary	no	530	no	no	unknown	11	jun	850	8	-1	0	unknown	no
13557	44	management	divorced	unknown	no	1784	no	yes	cellular	21	nov	279	1	-1	0	unknown	no
2778	29	services	single	secondary	no	-453	yes	no	cellular	21	jul	213	1	-1	0	unknown	no
40966	28	technician	married	secondary	no	1086	yes	no	cellular	20	apr	1112	3	-1	0	unknown	yes
43818	34	self-employed	single	secondary	no	1261	yes	no	cellular	9	apr	169	2	-1	0	unknown	no
17863	40	services	married	unknown	no	4075	yes	no	unknown	16	jun	162	3	-1	0	unknown	no
32909	44	management	married	tertiary	no	170	no	no	cellular	4	jun	94	1	-1	0	unknown	no
34303	41	blue-collar	married	secondary	no	0	no	no	cellular	13	may	104	4	-1	0	unknown	no
37199	42	blue-collar	married	secondary	no	139	yes	no	unknown	23	may	166	1	-1	0	unknown	no
8544	56	retired	married	secondary	no	-1206	yes	no	cellular	15	jun	382	2	-1	0	unknown	yes
28553	48	services	married	secondary	no	2409	yes	no	cellular	24	jul	533	2	-1	0	unknown	no
27028	31	management	single	tertiary	no	12607	no	no	cellular	22	may	150	1	-1	0	unknown	no
41965	39	technician	married	tertiary	no	-204	yes	no	cellular	28	aug	144	4	-1	0	unknown	no
121	28	services	single	secondary	no	1736	yes	no	unknown	29	may	139	3	-1	0	unknown	no
547	34	admin.	single	secondary	no	1581	yes	yes	unknown	20	may	52	11	-1	0	unknown	no
24866	57	management	married	tertiary	no	1410	yes	no	cellular	10	jul	185	1	-1	0	unknown	no
15993	37	technician	married	tertiary	no	0	yes	no	cellular	2	feb	440	2	-1	0	unknown	no
25574	37	management	married	tertiary	no	1689	yes	no	unknown	29	may	645	2	-1	0	unknown	no
44698	44	admin.	married	tertiary	no	6485	no	no	cellular	27	aug	85	19	-1	0	unknown	no
14782	66	retired	married	tertiary	no	2262	no	no	cellular	22	apr	155	1	-1	0	unknown	no
37508	43	technician	married	primary	no	-441	yes	no	cellular	14	jul	216	3	-1	0	unknown	no
14734	31	services	single	secondary	no	1987	yes	no	telephone	20	nov	55	2	-1	0	unknown	no
14915	38	unemployed	single	secondary	no	7159	no	no	telephone	30	jul	285	2	-1	0	unknown	no
280	39	technician	married	secondary	no	3663	no	no	cellular	11	aug	230	3	-1	0	unknown	no
36127	46	management	married	tertiary	no	4693	no	yes	cellular	7	aug	79	1	394	2	failure	yes
14340	34	management	single	tertiary	no	2561	no	no	cellular	29	dec	554	1	-1	0	unknown	no
28954	38	admin.	married	secondary	no	253	yes	no	unknown	9	may	515	4	-1	0	unknown	no
27203	29	technician	single	secondary	no	853	no	yes	telephone	4	feb	239	7	-1	0	unknown	no
851	46	blue-collar	married	primary	no	101	yes	no	cellular	11	may	422	1	364	5	success	no
40765	28	admin.	married	secondary	no	576	yes	yes	cellular	18	may	20	6	-1	0	unknown	no
35331	44	unknown	single	unknown	no	1239	no	no	unknown	20	jun	39	4	-1	0	unknown	no
26843	37	blue-collar	single	tertiary	no	481	no	no	cellular	18	may	11	8	-1	0	unknown	no
37227	54	admin.	divorced	secondary	no	1814	no	no	unknown	13	may	521	1	-1	0	unknown	no
25290	37	blue-collar	married	primary	no	351	no	no	unknown	9	jun	108	1	-1	0	unknown	no
11302	58	retired	married	secondary	no	7560	no	no	cellular	12	aug	364	2	-1	0	unknown	no
5397	43	management	married	tertiary	no	8016	yes	no	unknown	15	may	422	3	-1	0	unknown	no
433	24	blue-collar	married	secondary	no	32	no	no	unknown	13	may	264	3	-1	0	unknown	no
6429	53	blue-collar	married	primary	no	306	no	no	cellular	28	jul	388	3	181	1	success	yes
25288	53	management	married	tertiary	no	1619	no	no	unknown	5	jun	89	1	-1	0	unknown	no
29303	50	management	married	secondary	no	-187	yes	no	unknown	29	may	31	2	-1	0	unknown	no
44700	42	technician	married	secondary	no	3082	no	no	cellular	11	sep	285	1	-1	0	unknown	yes
1843	53	retired	married	primary	no	759	yes	no	telephone	25	jul	702	5	-1	0	unknown	no
32547	34	admin.	single	secondary	no	-32	no	yes	cellular	30	apr	246	2	-1	0	unknown	yes
36119	51	technician	married	unknown	no	-174	yes	yes	cellular	17	nov	348	1	-1	0	unknown	no
13570	26	blue-collar	married	secondary	no	800	yes	no	unknown	15	may	219	1	-1	0	unknown	no
18427	36	technician	divorced	secondary	no	54	yes	no	cellular	27	aug	1642	3	-1	0	unknown	yes
4086	54	retired	married	primary	no	2243	no	no	unknown	12	jun	281	1	-1	0	unknown	no
39406	28	blue-collar	single	secondary	no	455	yes	no	cellular	11	jul	166	1	-1	0	unknown	no
30389	52	blue-collar	married	secondary	no	-17	yes	no	unknown	8	may	37	3	-1	0	unknown	no
40835	32	blue-collar	single	primary	no	1660	no	no	unknown	20	may	14	1	-1	0	unknown	no
17604	38	management	married	unknown	no	3576	no	no	cellular	26	may	579	1	-1	0	unknown	yes
616	51	management	divorced	tertiary	no	1267	yes	no	unknown	30	may	254	2	-1	0	unknown	no
41029	30	management	divorced	tertiary	no	317	no	no	cellular	12	aug	72	2	-1	0	unknown	no
14944	45	housemaid	married	secondary	no	360	no	no	cellular	4	may	113	1	182	1	success	no
17410	35	management	married	tertiary	no	4286	yes	no	unknown	9	may	357	1	-1	0	unknown	no
29307	39	unemployed	single	secondary	no	-114	yes	no	cellular	3	feb	372	1	-1	0	unknown	yes
28707	59	retired	divorced	secondary	no	23	no	no	cellular	7	jul	66	1	-1	0	unknown	no
8680	45	services	single	primary	no	1893	yes	no	unknown	3	jun	1259	6	-1	0	unknown	yes
12468	34	admin.	single	tertiary	no	5007	yes	no	cellular	20	nov	51	1	-1	0	unknown	no
29304	33	technician	divorced	secondary	no	273	yes	no	cellular	17	apr	181	1	317	1	failure	no
5174	46	entrepreneur	divorced	secondary	no	-563	no	yes	cellular	15	jul	769	4	-1	0	unknown	yes
5038	36	admin.	married	secondary	no	114	yes	yes	unknown	8	may	147	1	-1	0	unknown	no
42481	30	technician	single	secondary	no	677	yes	no	unknown	16	may	241	1	-1	0	unknown	no
15560	40	technician	married	secondary	no	84	yes	no	cellular	8	aug	119	3	-1	0	unknown	no
19195	28	blue-collar	married	secondary	no	86	yes	yes	unknown	15	may	918	1	-1	0	unknown	no
17856	58	management	single	tertiary	no	1387	yes	no	telephone	3	feb	140	6	6	6	other	no
11862	59	unknown	married	primary	no	282	no	no	cellular	3	feb	301	2	-1	0	unknown	no
2422	42	technician	married	secondary	no	440	yes	no	cellular	3	feb	13	5	-1	0	unknown	no
19001	40	admin.	married	secondary	no	2591	yes	yes	cellular	7	apr	389	1	266	2	other	no
21917	33	blue-collar	married	primary	no	934	yes	no	unknown	4	jun	244	2	-1	0	unknown	no
25623	25	blue-collar	single	primary	no	6	yes	yes	unknown	27	may	174	2	-1	0	unknown	no
9589	51	management	married	tertiary	no	812	no	no	telephone	2	jul	248	3	-1	0	unknown	no
25244	40	unemployed	married	secondary	no	270	yes	no	cellular	14	may	255	2	345	1	failure	no
23023	51	services	divorced	secondary	no	-69	yes	no	unknown	7	may	216	3	-1	0	unknown	no
35827	40	technician	married	secondary	no	296	no	no	cellular	31	jul	253	2	-1	0	unknown	no
18069	28	blue-collar	single	secondary	no	387	yes	no	cellular	13	mar	61	11	282	1	other	no
41683	31	admin.	single	secondary	no	2076	no	yes	cellular	18	nov	178	1	127	7	other	no
24912	28	services	single	secondary	no	430	yes	no	cellular	8	may	158	2	350	2	failure	no
14273	23	student	single	secondary	no	486	no	no	cellular	3	mar	87	1	-1	0	unknown	no
29319	40	technician	single	secondary	no	572	no	no	cellular	21	aug	971	2	-1	0	unknown	no
15543	30	admin.	married	tertiary	no	-750	no	no	cellular	15	may	208	3	-1	0	unknown	no
20817	55	management	married	tertiary	no	719	yes	no	telephone	11	may	221	6	284	29	other	no
35661	37	management	married	tertiary	no	6771	no	no	cellular	7	sep	337	1	186	1	success	yes
38023	32	management	single	tertiary	no	1781	no	no	cellular	8	apr	321	1	-1	0	unknown	yes
